"contact";"month";"day_of_week";"duration";"y"
"cellular";"may";"tue";351;"no"
"cellular";"may";"tue";165;"yes"
"cellular";"may";"tue";326;"yes"
"cellular";"may";"tue";58;"no"
"cellular";"may";"tue";56;"no"
"cellular";"may";"tue";145;"no"
"cellular";"may";"tue";208;"yes"
"cellular";"may";"tue";94;"no"
"cellular";"may";"tue";68;"no"
"cellular";"may";"tue";171;"no"
"cellular";"may";"tue";103;"no"
"cellular";"may";"tue";3509;"no"
"cellular";"may";"tue";81;"no"
"cellular";"may";"tue";128;"no"
"cellular";"may";"tue";304;"no"
"cellular";"may";"tue";55;"no"
"cellular";"may";"tue";140;"no"
"cellular";"may";"tue";83;"no"
"cellular";"may";"tue";222;"no"
"cellular";"may";"tue";145;"no"
"telephone";"may";"tue";1346;"yes"
"cellular";"may";"tue";118;"no"
"cellular";"may";"tue";85;"no"
"cellular";"may";"tue";251;"no"
"cellular";"may";"tue";69;"no"
"cellular";"may";"tue";245;"no"
"cellular";"may";"tue";135;"no"
"cellular";"may";"tue";88;"no"
"cellular";"may";"tue";125;"no"
"cellular";"may";"tue";228;"yes"
"cellular";"may";"tue";131;"yes"
"cellular";"may";"tue";390;"yes"
"cellular";"may";"tue";132;"no"
"cellular";"may";"tue";187;"no"
"cellular";"may";"tue";139;"no"
"cellular";"may";"tue";109;"no"
"cellular";"may";"tue";161;"no"
"cellular";"may";"tue";445;"yes"
"cellular";"may";"tue";100;"no"
"cellular";"may";"tue";223;"no"
"cellular";"may";"tue";141;"no"
"cellular";"may";"tue";149;"no"
"cellular";"may";"tue";579;"yes"
"cellular";"may";"tue";136;"no"
"cellular";"may";"tue";323;"no"
"cellular";"may";"tue";197;"no"
"cellular";"may";"tue";222;"no"
"cellular";"may";"tue";58;"no"
"cellular";"may";"tue";407;"no"
"cellular";"may";"tue";252;"no"
"cellular";"may";"tue";80;"no"
"cellular";"may";"tue";112;"no"
"cellular";"may";"tue";87;"no"
"cellular";"may";"tue";427;"yes"
"cellular";"may";"tue";176;"no"
"cellular";"may";"tue";226;"yes"
"cellular";"may";"tue";396;"yes"
"cellular";"may";"tue";192;"yes"
"cellular";"may";"tue";103;"no"
"cellular";"may";"tue";260;"no"
"cellular";"may";"tue";139;"yes"
"telephone";"may";"tue";108;"no"
"cellular";"may";"tue";91;"no"
"cellular";"may";"tue";41;"no"
"cellular";"may";"tue";89;"no"
"cellular";"may";"tue";82;"no"
"cellular";"may";"tue";132;"no"
"cellular";"may";"tue";147;"no"
"cellular";"may";"tue";362;"no"
"cellular";"may";"tue";212;"no"
"cellular";"may";"tue";118;"no"
"cellular";"may";"tue";264;"no"
"cellular";"may";"tue";94;"no"
"cellular";"may";"tue";258;"no"
"cellular";"may";"tue";137;"no"
"cellular";"may";"tue";189;"no"
"cellular";"may";"tue";245;"no"
"cellular";"may";"tue";253;"yes"
"cellular";"may";"tue";752;"no"
"cellular";"may";"tue";185;"yes"
"cellular";"may";"tue";129;"no"
"cellular";"may";"tue";175;"no"
"cellular";"may";"wed";480;"no"
"cellular";"may";"wed";532;"no"
"cellular";"may";"wed";229;"yes"
"cellular";"may";"wed";163;"no"
"cellular";"may";"wed";71;"no"
"cellular";"may";"wed";161;"no"
"cellular";"may";"wed";82;"no"
"cellular";"may";"wed";121;"no"
"cellular";"may";"wed";439;"yes"
"cellular";"may";"wed";193;"yes"
"cellular";"may";"wed";242;"yes"
"cellular";"may";"wed";188;"no"
"cellular";"may";"wed";282;"no"
"cellular";"may";"wed";130;"no"
"cellular";"may";"wed";483;"no"
"cellular";"may";"wed";116;"yes"
"telephone";"may";"wed";108;"no"
"cellular";"may";"wed";81;"no"
"cellular";"may";"wed";128;"no"
"cellular";"may";"wed";283;"no"
"cellular";"may";"wed";155;"yes"
"cellular";"may";"wed";138;"no"
"cellular";"may";"wed";119;"no"
"telephone";"may";"wed";93;"no"
"cellular";"may";"wed";159;"no"
"cellular";"may";"wed";133;"no"
"cellular";"may";"wed";776;"yes"
"cellular";"may";"wed";140;"no"
"cellular";"may";"wed";136;"no"
"cellular";"may";"wed";145;"no"
"cellular";"may";"wed";224;"no"
"cellular";"may";"wed";95;"no"
"cellular";"may";"wed";281;"yes"
"cellular";"may";"wed";90;"no"
"cellular";"may";"wed";123;"no"
"cellular";"may";"wed";297;"no"
"telephone";"may";"wed";76;"no"
"cellular";"may";"wed";119;"yes"
"cellular";"may";"wed";200;"yes"
"cellular";"may";"wed";114;"no"
"cellular";"may";"wed";113;"no"
"cellular";"may";"wed";62;"no"
"cellular";"may";"wed";1576;"no"
"cellular";"may";"wed";329;"yes"
"cellular";"may";"wed";107;"no"
"cellular";"may";"wed";204;"no"
"cellular";"may";"wed";367;"yes"
"cellular";"may";"wed";82;"no"
"telephone";"may";"wed";146;"no"
"cellular";"may";"wed";424;"no"
"cellular";"may";"wed";412;"yes"
"cellular";"may";"wed";103;"no"
"telephone";"may";"wed";165;"yes"
"cellular";"may";"wed";161;"no"
"cellular";"may";"wed";242;"no"
"cellular";"may";"wed";108;"yes"
"cellular";"may";"wed";207;"no"
"cellular";"may";"wed";73;"no"
"cellular";"may";"wed";156;"no"
"cellular";"may";"wed";112;"no"
"cellular";"may";"wed";78;"no"
"cellular";"may";"wed";110;"no"
"cellular";"may";"wed";183;"no"
"cellular";"may";"wed";223;"yes"
"cellular";"may";"wed";74;"no"
"cellular";"may";"wed";123;"no"
"cellular";"may";"wed";76;"no"
"cellular";"may";"wed";311;"yes"
"telephone";"may";"wed";628;"yes"
"cellular";"may";"wed";128;"no"
"cellular";"may";"wed";141;"no"
"cellular";"may";"wed";89;"no"
"cellular";"may";"wed";99;"no"
"cellular";"may";"wed";236;"no"
"cellular";"may";"wed";99;"no"
"cellular";"may";"wed";187;"yes"
"telephone";"may";"wed";186;"no"
"telephone";"may";"wed";86;"no"
"cellular";"may";"thu";158;"no"
"cellular";"may";"thu";162;"no"
"cellular";"may";"thu";513;"yes"
"cellular";"may";"thu";110;"no"
"cellular";"may";"thu";681;"no"
"cellular";"may";"thu";322;"no"
"cellular";"may";"thu";210;"no"
"cellular";"may";"thu";568;"no"
"cellular";"may";"thu";294;"no"
"cellular";"may";"thu";558;"no"
"cellular";"may";"thu";77;"no"
"cellular";"may";"thu";85;"no"
"cellular";"may";"thu";93;"no"
"cellular";"may";"thu";121;"no"
"cellular";"may";"thu";95;"no"
"cellular";"may";"thu";135;"no"
"cellular";"may";"thu";414;"no"
"cellular";"may";"thu";60;"no"
"cellular";"may";"thu";151;"no"
"cellular";"may";"thu";68;"no"
"cellular";"may";"thu";361;"no"
"cellular";"may";"thu";142;"no"
"cellular";"may";"thu";174;"yes"
"cellular";"may";"thu";45;"no"
"cellular";"may";"thu";95;"no"
"telephone";"may";"thu";44;"no"
"cellular";"may";"thu";61;"no"
"telephone";"may";"thu";32;"no"
"cellular";"may";"thu";141;"no"
"cellular";"may";"thu";81;"no"
"telephone";"may";"thu";71;"no"
"cellular";"may";"thu";68;"no"
"cellular";"jun";"mon";324;"yes"
"cellular";"jun";"mon";295;"yes"
"cellular";"jun";"mon";108;"no"
"cellular";"jun";"mon";201;"no"
"cellular";"jun";"mon";71;"no"
"cellular";"jun";"mon";264;"yes"
"cellular";"jun";"mon";110;"no"
"cellular";"jun";"mon";190;"no"
"cellular";"jun";"mon";70;"no"
"cellular";"jun";"mon";103;"yes"
"cellular";"jun";"mon";331;"yes"
"cellular";"jun";"mon";377;"yes"
"cellular";"jun";"mon";205;"yes"
"cellular";"jun";"mon";287;"yes"
"cellular";"jun";"mon";346;"no"
"cellular";"jun";"mon";212;"no"
"cellular";"jun";"mon";263;"yes"
"cellular";"jun";"mon";192;"yes"
"cellular";"jun";"mon";129;"no"
"cellular";"jun";"mon";154;"no"
"cellular";"jun";"mon";175;"no"
"cellular";"jun";"mon";814;"no"
"cellular";"jun";"mon";65;"no"
"cellular";"jun";"mon";67;"no"
"cellular";"jun";"mon";166;"yes"
"cellular";"jun";"mon";327;"yes"
"cellular";"jun";"mon";69;"yes"
"cellular";"jun";"mon";353;"no"
"cellular";"jun";"mon";210;"no"
"telephone";"jun";"mon";277;"no"
"cellular";"jun";"mon";210;"yes"
"cellular";"jun";"mon";244;"no"
"cellular";"jun";"mon";84;"yes"
"cellular";"jun";"mon";208;"no"
"cellular";"jun";"mon";326;"yes"
"cellular";"jun";"mon";59;"no"
"cellular";"jun";"mon";285;"no"
"cellular";"jun";"mon";161;"no"
"cellular";"jun";"mon";165;"no"
"cellular";"jun";"mon";459;"no"
"cellular";"jun";"mon";1460;"yes"
"cellular";"jun";"mon";1048;"yes"
"cellular";"jun";"mon";233;"no"
"cellular";"jun";"mon";335;"yes"
"cellular";"jun";"mon";412;"yes"
"cellular";"jun";"mon";177;"yes"
"cellular";"jun";"mon";223;"no"
"cellular";"jun";"mon";579;"yes"
"cellular";"jun";"mon";144;"no"
"cellular";"jun";"mon";145;"no"
"cellular";"jun";"mon";93;"no"
"telephone";"jun";"mon";153;"no"
"cellular";"jun";"mon";164;"no"
"cellular";"jun";"mon";128;"no"
"cellular";"jun";"mon";339;"yes"
"cellular";"jun";"mon";223;"no"
"cellular";"jun";"mon";62;"no"
"cellular";"jun";"mon";151;"no"
"cellular";"jun";"mon";128;"no"
"cellular";"jun";"mon";388;"no"
"cellular";"jun";"mon";180;"no"
"cellular";"jun";"mon";84;"no"
"cellular";"jun";"mon";87;"no"
"telephone";"jun";"mon";194;"no"
"telephone";"jun";"mon";192;"no"
"cellular";"jun";"mon";761;"no"
"cellular";"jun";"mon";153;"no"
"cellular";"jun";"mon";202;"yes"
"cellular";"jun";"mon";174;"yes"
"telephone";"jun";"mon";89;"no"
"cellular";"jun";"mon";84;"no"
"cellular";"jun";"mon";164;"no"
"cellular";"jun";"mon";492;"no"
"cellular";"jun";"mon";114;"yes"
"cellular";"jun";"mon";450;"no"
"cellular";"jun";"mon";215;"yes"
"cellular";"jun";"mon";232;"yes"
"cellular";"jun";"mon";284;"yes"
"cellular";"jun";"mon";253;"yes"
"cellular";"jun";"mon";352;"no"
"cellular";"jun";"mon";470;"no"
"cellular";"jun";"mon";1144;"yes"
"telephone";"jun";"mon";336;"no"
"cellular";"jun";"mon";195;"no"
"cellular";"jun";"mon";373;"no"
"cellular";"jun";"mon";78;"no"
"cellular";"jun";"mon";89;"no"
"cellular";"jun";"mon";134;"no"
"cellular";"jun";"mon";181;"no"
"telephone";"jun";"mon";55;"no"
"cellular";"jun";"mon";187;"no"
"cellular";"jun";"mon";113;"no"
"cellular";"jun";"mon";314;"yes"
"cellular";"jun";"mon";206;"no"
"cellular";"jun";"mon";288;"no"
"cellular";"jun";"tue";93;"no"
"cellular";"jun";"tue";327;"no"
"cellular";"jun";"tue";163;"yes"
"cellular";"jun";"tue";111;"no"
"cellular";"jun";"tue";149;"no"
"cellular";"jun";"tue";96;"no"
"cellular";"jun";"tue";466;"yes"
"cellular";"jun";"tue";106;"no"
"cellular";"jun";"tue";101;"no"
"cellular";"jun";"tue";257;"yes"
"cellular";"jun";"tue";479;"yes"
"cellular";"jun";"tue";437;"yes"
"cellular";"jun";"tue";198;"no"
"cellular";"jun";"tue";143;"no"
"cellular";"jun";"tue";395;"yes"
"cellular";"jun";"tue";145;"yes"
"cellular";"jun";"tue";154;"no"
"cellular";"jun";"tue";107;"yes"
"cellular";"jun";"tue";663;"yes"
"cellular";"jun";"tue";350;"yes"
"cellular";"jun";"tue";126;"no"
"cellular";"jun";"tue";145;"no"
"cellular";"jun";"tue";282;"yes"
"cellular";"jun";"tue";118;"no"
"cellular";"jun";"tue";115;"no"
"cellular";"jun";"tue";368;"no"
"cellular";"jun";"tue";62;"no"
"cellular";"jun";"tue";96;"no"
"cellular";"jun";"tue";294;"yes"
"cellular";"jun";"tue";177;"no"
"cellular";"jun";"tue";64;"no"
"cellular";"jun";"tue";690;"yes"
"cellular";"jun";"tue";297;"no"
"cellular";"jun";"tue";384;"yes"
"cellular";"jun";"tue";596;"yes"
"cellular";"jun";"tue";654;"yes"
"cellular";"jun";"tue";144;"no"
"cellular";"jun";"tue";88;"no"
"telephone";"jun";"tue";50;"no"
"cellular";"jun";"tue";99;"no"
"cellular";"jun";"tue";418;"no"
"cellular";"jun";"tue";169;"yes"
"cellular";"jun";"tue";59;"no"
"cellular";"jun";"tue";195;"yes"
"cellular";"jun";"tue";103;"yes"
"cellular";"jun";"tue";430;"yes"
"cellular";"jun";"tue";167;"no"
"cellular";"jun";"tue";74;"no"
"cellular";"jun";"tue";253;"no"
"cellular";"jun";"tue";225;"no"
"cellular";"jun";"tue";417;"yes"
"cellular";"jun";"tue";135;"no"
"cellular";"jun";"tue";160;"yes"
"cellular";"jun";"tue";172;"no"
"cellular";"jun";"tue";162;"no"
"cellular";"jun";"tue";136;"no"
"telephone";"jun";"tue";270;"yes"
"cellular";"jun";"tue";92;"no"
"cellular";"jun";"tue";271;"no"
"cellular";"jun";"tue";200;"yes"
"cellular";"jun";"tue";309;"no"
"cellular";"jun";"tue";100;"no"
"cellular";"jun";"tue";271;"yes"
"cellular";"jun";"tue";189;"no"
"cellular";"jun";"tue";61;"no"
"cellular";"jun";"tue";163;"no"
"cellular";"jun";"tue";74;"no"
"cellular";"jun";"tue";82;"yes"
"telephone";"jun";"tue";108;"no"
"cellular";"jun";"tue";91;"no"
"cellular";"jun";"tue";310;"no"
"cellular";"jun";"tue";712;"yes"
"cellular";"jun";"tue";74;"yes"
"telephone";"jun";"tue";128;"no"
"cellular";"jun";"tue";80;"no"
"telephone";"jun";"tue";392;"no"
"cellular";"jun";"tue";392;"no"
"cellular";"jun";"tue";369;"no"
"cellular";"jun";"tue";217;"no"
"cellular";"jun";"tue";194;"no"
"cellular";"jun";"tue";495;"no"
"cellular";"jun";"tue";116;"no"
"cellular";"jun";"tue";318;"yes"
"cellular";"jun";"tue";73;"no"
"cellular";"jun";"tue";135;"no"
"cellular";"jun";"tue";359;"yes"
"cellular";"jun";"tue";116;"no"
"cellular";"jun";"tue";211;"no"
"cellular";"jun";"tue";245;"yes"
"cellular";"jun";"tue";142;"no"
"cellular";"jun";"tue";444;"no"
"cellular";"jun";"tue";251;"yes"
"cellular";"jun";"tue";673;"no"
"cellular";"jun";"tue";119;"yes"
"cellular";"jun";"tue";134;"yes"
"cellular";"jun";"tue";74;"no"
"cellular";"jun";"tue";728;"yes"
"cellular";"jun";"tue";263;"yes"
"cellular";"jun";"tue";154;"no"
"cellular";"jun";"tue";696;"no"
"cellular";"jun";"tue";159;"no"
"cellular";"jun";"tue";118;"no"
"cellular";"jun";"tue";1210;"yes"
"cellular";"jun";"tue";210;"no"
"cellular";"jun";"tue";310;"yes"
"cellular";"jun";"tue";482;"yes"
"cellular";"jun";"tue";224;"no"
"cellular";"jun";"tue";221;"no"
"cellular";"jun";"tue";147;"no"
"cellular";"jun";"tue";924;"yes"
"cellular";"jun";"tue";130;"no"
"cellular";"jun";"tue";53;"no"
"cellular";"jun";"tue";72;"no"
"cellular";"jun";"tue";318;"yes"
"telephone";"jun";"tue";306;"no"
"cellular";"jun";"tue";77;"no"
"cellular";"jun";"tue";112;"no"
"cellular";"jun";"tue";80;"no"
"cellular";"jun";"tue";123;"no"
"cellular";"jun";"tue";212;"no"
"cellular";"jun";"tue";192;"yes"
"cellular";"jun";"tue";181;"yes"
"cellular";"jun";"tue";96;"no"
"cellular";"jun";"tue";132;"no"
"cellular";"jun";"tue";76;"no"
"cellular";"jun";"tue";262;"no"
"cellular";"jun";"tue";250;"yes"
"cellular";"jun";"tue";146;"no"
"cellular";"jun";"tue";189;"no"
"cellular";"jun";"tue";501;"yes"
"cellular";"jun";"tue";69;"no"
"cellular";"jun";"tue";269;"no"
"cellular";"jun";"tue";236;"yes"
"cellular";"jun";"tue";102;"no"
"cellular";"jun";"tue";308;"no"
"cellular";"jun";"tue";122;"no"
"cellular";"jun";"tue";145;"no"
"cellular";"jun";"tue";130;"no"
"cellular";"jun";"tue";179;"yes"
"cellular";"jun";"tue";142;"no"
"cellular";"jun";"tue";71;"no"
"cellular";"jun";"tue";553;"no"
"cellular";"jun";"tue";305;"yes"
"cellular";"jun";"tue";163;"yes"
"cellular";"jun";"tue";541;"yes"
"cellular";"jun";"wed";209;"yes"
"cellular";"jun";"wed";262;"yes"
"telephone";"jun";"wed";225;"no"
"telephone";"jun";"wed";206;"yes"
"cellular";"jun";"wed";115;"yes"
"cellular";"jun";"wed";406;"yes"
"cellular";"jun";"wed";244;"yes"
"cellular";"jun";"wed";592;"yes"
"cellular";"jun";"wed";78;"no"
"cellular";"jun";"wed";508;"no"
"telephone";"jun";"wed";437;"yes"
"cellular";"jun";"wed";192;"no"
"cellular";"jun";"wed";136;"no"
"cellular";"jun";"wed";68;"no"
"cellular";"jun";"wed";123;"no"
"cellular";"jun";"wed";313;"yes"
"cellular";"jun";"wed";137;"no"
"cellular";"jun";"wed";705;"yes"
"cellular";"jun";"wed";96;"no"
"cellular";"jun";"wed";198;"yes"
"cellular";"jun";"wed";200;"no"
"cellular";"jun";"wed";210;"yes"
"cellular";"jun";"wed";117;"yes"
"cellular";"jun";"wed";110;"yes"
"cellular";"jun";"wed";171;"no"
"cellular";"jun";"wed";334;"no"
"cellular";"jun";"wed";321;"yes"
"cellular";"jun";"wed";296;"yes"
"cellular";"jun";"wed";86;"no"
"cellular";"jun";"wed";213;"yes"
"telephone";"jun";"wed";252;"no"
"cellular";"jun";"wed";411;"yes"
"cellular";"jun";"wed";37;"no"
"cellular";"jun";"wed";593;"yes"
"cellular";"jun";"wed";101;"no"
"cellular";"jun";"wed";302;"yes"
"cellular";"jun";"wed";138;"no"
"cellular";"jun";"wed";165;"yes"
"cellular";"jun";"wed";88;"no"
"telephone";"jun";"wed";116;"no"
"cellular";"jun";"wed";340;"yes"
"cellular";"jun";"wed";95;"no"
"cellular";"jun";"wed";591;"yes"
"cellular";"jun";"wed";88;"no"
"cellular";"jun";"wed";90;"no"
"cellular";"jun";"wed";385;"yes"
"cellular";"jun";"wed";2219;"no"
"cellular";"jun";"wed";240;"no"
"cellular";"jun";"wed";174;"yes"
"cellular";"jun";"wed";467;"no"
"cellular";"jun";"wed";107;"no"
"cellular";"jun";"wed";238;"yes"
"cellular";"jun";"wed";95;"no"
"cellular";"jun";"wed";170;"yes"
"cellular";"jun";"wed";342;"no"
"cellular";"jun";"wed";113;"no"
"cellular";"jun";"wed";252;"no"
"cellular";"jun";"wed";170;"no"
"cellular";"jun";"wed";74;"no"
"cellular";"jun";"wed";65;"no"
"cellular";"jun";"wed";151;"no"
"cellular";"jun";"wed";273;"no"
"cellular";"jun";"wed";539;"yes"
"cellular";"jun";"wed";157;"no"
"cellular";"jun";"wed";1361;"no"
"cellular";"jun";"wed";254;"no"
"cellular";"jun";"wed";180;"no"
"cellular";"jun";"wed";447;"yes"
"cellular";"jun";"wed";247;"no"
"cellular";"jun";"wed";136;"no"
"cellular";"jun";"wed";123;"no"
"cellular";"jun";"wed";167;"no"
"cellular";"jun";"wed";74;"no"
"cellular";"jun";"wed";80;"no"
"cellular";"jun";"wed";102;"no"
"cellular";"jun";"wed";214;"yes"
"cellular";"jun";"wed";300;"yes"
"cellular";"jun";"wed";200;"yes"
"cellular";"jun";"wed";436;"yes"
"telephone";"jun";"wed";192;"no"
"cellular";"jun";"wed";97;"no"
"cellular";"jun";"wed";343;"no"
"cellular";"jun";"wed";156;"no"
"cellular";"jun";"wed";699;"yes"
"cellular";"jun";"wed";200;"yes"
"cellular";"jun";"wed";150;"no"
"cellular";"jun";"wed";42;"no"
"cellular";"jun";"wed";431;"yes"
"cellular";"jun";"wed";175;"no"
"cellular";"jun";"wed";124;"no"
"cellular";"jun";"wed";656;"no"
"cellular";"jun";"wed";77;"no"
"cellular";"jun";"wed";837;"yes"
"cellular";"jun";"wed";725;"yes"
"cellular";"jun";"wed";334;"no"
"telephone";"jun";"wed";230;"no"
"cellular";"jun";"wed";144;"yes"
"cellular";"jun";"wed";617;"yes"
"cellular";"jun";"wed";140;"yes"
"cellular";"jun";"wed";178;"no"
"cellular";"jun";"wed";161;"no"
"cellular";"jun";"wed";150;"no"
"cellular";"jun";"wed";1076;"yes"
"cellular";"jun";"wed";213;"no"
"cellular";"jun";"wed";266;"no"
"cellular";"jun";"wed";247;"yes"
"cellular";"jun";"wed";78;"no"
"cellular";"jun";"wed";114;"no"
"cellular";"jun";"wed";203;"no"
"telephone";"jun";"wed";34;"no"
"cellular";"jun";"wed";595;"no"
"cellular";"jun";"wed";63;"no"
"cellular";"jun";"wed";295;"no"
"cellular";"jun";"wed";187;"yes"
"telephone";"jun";"wed";218;"no"
"cellular";"jun";"thu";510;"yes"
"cellular";"jun";"thu";125;"no"
"cellular";"jun";"thu";153;"no"
"cellular";"jun";"thu";277;"no"
"cellular";"jun";"thu";328;"yes"
"cellular";"jun";"thu";262;"yes"
"cellular";"jun";"thu";280;"yes"
"cellular";"jun";"thu";207;"yes"
"cellular";"jun";"thu";94;"no"
"cellular";"jun";"thu";106;"no"
"cellular";"jun";"thu";176;"no"
"cellular";"jun";"thu";79;"no"
"cellular";"jun";"thu";449;"yes"
"cellular";"jun";"thu";111;"no"
"cellular";"jun";"thu";224;"yes"
"cellular";"jun";"thu";151;"no"
"cellular";"jun";"thu";400;"yes"
"cellular";"jun";"thu";80;"no"
"cellular";"jun";"thu";217;"yes"
"cellular";"jun";"thu";160;"yes"
"cellular";"jun";"thu";144;"no"
"cellular";"jun";"thu";352;"yes"
"cellular";"jun";"thu";787;"yes"
"cellular";"jun";"thu";323;"yes"
"cellular";"jun";"thu";78;"no"
"cellular";"jun";"thu";160;"yes"
"cellular";"jun";"thu";221;"no"
"cellular";"jun";"thu";239;"yes"
"cellular";"jun";"thu";156;"yes"
"cellular";"jun";"thu";194;"yes"
"cellular";"jun";"thu";105;"no"
"cellular";"jun";"thu";390;"no"
"cellular";"jun";"thu";96;"yes"
"cellular";"jun";"thu";136;"yes"
"cellular";"jun";"thu";81;"yes"
"cellular";"jun";"thu";269;"yes"
"cellular";"jun";"thu";327;"yes"
"cellular";"jun";"thu";296;"yes"
"cellular";"jun";"thu";147;"yes"
"cellular";"jun";"thu";121;"yes"
"cellular";"jun";"thu";89;"yes"
"cellular";"jun";"thu";77;"no"
"cellular";"jun";"thu";217;"no"
"cellular";"jun";"thu";137;"yes"
"cellular";"jun";"thu";112;"no"
"cellular";"jun";"thu";218;"no"
"cellular";"jun";"thu";207;"no"
"cellular";"jun";"thu";1161;"yes"
"cellular";"jun";"thu";113;"no"
"cellular";"jun";"thu";138;"no"
"cellular";"jun";"thu";442;"no"
"cellular";"jun";"thu";352;"no"
"cellular";"jun";"thu";246;"yes"
"telephone";"jun";"thu";143;"no"
"telephone";"jun";"thu";247;"no"
"cellular";"jun";"thu";437;"yes"
"cellular";"jun";"thu";216;"no"
"cellular";"jun";"thu";578;"yes"
"cellular";"jun";"thu";282;"yes"
"cellular";"jun";"thu";156;"no"
"cellular";"jun";"thu";66;"no"
"cellular";"jun";"thu";73;"no"
"cellular";"jun";"thu";592;"yes"
"cellular";"jun";"thu";119;"no"
"telephone";"jun";"thu";125;"no"
"cellular";"jun";"thu";114;"no"
"telephone";"jun";"thu";166;"yes"
"telephone";"jun";"thu";111;"no"
"cellular";"jun";"thu";117;"no"
"cellular";"jun";"thu";101;"no"
"cellular";"jun";"thu";105;"no"
"cellular";"jun";"thu";207;"no"
"cellular";"jun";"thu";1094;"no"
"cellular";"jun";"fri";174;"yes"
"cellular";"jun";"fri";133;"no"
"cellular";"jun";"fri";397;"yes"
"cellular";"jun";"fri";264;"no"
"cellular";"jun";"fri";324;"yes"
"cellular";"jun";"fri";155;"no"
"cellular";"jun";"fri";169;"no"
"cellular";"jun";"fri";275;"yes"
"cellular";"jun";"fri";199;"yes"
"cellular";"jun";"fri";255;"yes"
"cellular";"jun";"fri";232;"yes"
"cellular";"jun";"fri";462;"yes"
"cellular";"jun";"fri";136;"no"
"cellular";"jun";"fri";146;"no"
"cellular";"jun";"fri";255;"yes"
"cellular";"jun";"fri";247;"no"
"telephone";"jun";"fri";109;"no"
"telephone";"jun";"fri";227;"no"
"cellular";"jun";"fri";398;"no"
"telephone";"jun";"fri";302;"yes"
"cellular";"jun";"fri";149;"yes"
"cellular";"jun";"fri";191;"yes"
"cellular";"jun";"fri";317;"no"
"cellular";"jun";"fri";1543;"yes"
"cellular";"jun";"fri";207;"yes"
"cellular";"jun";"fri";493;"yes"
"cellular";"jun";"fri";509;"yes"
"cellular";"jun";"fri";77;"no"
"cellular";"jun";"fri";133;"no"
"cellular";"jun";"fri";329;"no"
"cellular";"jun";"fri";657;"yes"
"cellular";"jun";"fri";365;"yes"
"cellular";"jun";"fri";188;"no"
"telephone";"jun";"fri";215;"no"
"telephone";"jun";"fri";145;"no"
"cellular";"jun";"fri";159;"yes"
"cellular";"jun";"fri";99;"no"
"cellular";"jun";"fri";276;"yes"
"cellular";"jun";"fri";213;"no"
"cellular";"jun";"fri";604;"no"
"telephone";"jun";"fri";153;"no"
"telephone";"jun";"fri";522;"yes"
"cellular";"jun";"fri";76;"no"
"cellular";"jun";"fri";227;"no"
"cellular";"jun";"fri";471;"no"
"cellular";"jun";"fri";92;"no"
"telephone";"jun";"fri";329;"no"
"cellular";"jun";"fri";207;"yes"
"cellular";"jun";"fri";263;"no"
"cellular";"jun";"fri";57;"no"
"cellular";"jun";"fri";577;"yes"
"cellular";"jun";"fri";271;"no"
"cellular";"jun";"fri";455;"no"
"cellular";"jun";"fri";103;"yes"
"cellular";"jun";"fri";333;"no"
"telephone";"jun";"fri";366;"yes"
"cellular";"jun";"fri";201;"yes"
"cellular";"jun";"fri";166;"yes"
"cellular";"jun";"fri";89;"no"
"cellular";"jun";"fri";58;"no"
"cellular";"jun";"fri";548;"yes"
"cellular";"jun";"fri";95;"no"
"cellular";"jun";"fri";96;"no"
"cellular";"jun";"fri";438;"yes"
"cellular";"jun";"fri";138;"no"
"telephone";"jun";"fri";614;"no"
"telephone";"jun";"fri";303;"no"
"cellular";"jun";"fri";110;"no"
"cellular";"jun";"fri";304;"yes"
"cellular";"jun";"fri";146;"yes"
"cellular";"jun";"fri";126;"yes"
"cellular";"jun";"fri";244;"yes"
"cellular";"jun";"fri";157;"yes"
"cellular";"jun";"fri";151;"no"
"telephone";"jun";"fri";800;"no"
"cellular";"jun";"fri";200;"no"
"telephone";"jun";"fri";113;"no"
"cellular";"jun";"mon";143;"no"
"cellular";"jun";"mon";130;"no"
"cellular";"jun";"mon";58;"no"
"cellular";"jun";"mon";97;"no"
"cellular";"jun";"mon";86;"no"
"cellular";"jun";"mon";98;"no"
"cellular";"jun";"mon";257;"yes"
"cellular";"jun";"mon";152;"no"
"cellular";"jun";"mon";252;"no"
"cellular";"jun";"mon";148;"yes"
"cellular";"jun";"mon";107;"yes"
"cellular";"jun";"mon";197;"no"
"cellular";"jun";"mon";127;"no"
"cellular";"jun";"mon";138;"yes"
"cellular";"jun";"mon";458;"yes"
"cellular";"jun";"mon";301;"yes"
"cellular";"jun";"mon";110;"no"
"cellular";"jun";"mon";84;"no"
"cellular";"jun";"mon";243;"yes"
"cellular";"jun";"mon";200;"yes"
"cellular";"jun";"mon";131;"yes"
"cellular";"jun";"tue";98;"no"
"cellular";"jun";"tue";431;"no"
"cellular";"jun";"tue";106;"no"
"cellular";"jun";"tue";234;"yes"
"cellular";"jun";"tue";100;"no"
"cellular";"jun";"tue";337;"no"
"cellular";"jun";"tue";835;"no"
"cellular";"jun";"tue";67;"no"
"cellular";"jun";"tue";239;"yes"
"cellular";"jun";"tue";160;"yes"
"cellular";"jun";"tue";993;"yes"
"cellular";"jun";"tue";217;"no"
"cellular";"jun";"tue";529;"yes"
"cellular";"jun";"tue";183;"yes"
